"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"9","9","-1","OLD","20228313","오늘 밤, 세계에서 이 사랑이 사라진다 해도","2022-11-30","66722318","1.0","-22283073","-25","9686945688","5930","-2224","-27.3","940988","318","466"
"10","10","0","OLD","20229166","라일 라일 크로커다일","2023-01-18","46037487","0.7","-20404567","-30.7","249224247","4531","-2140","-32.1","25987","328","467"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20190808","교섭","2023-01-18","2983628465","32.0","511003823","20.7","9766834279","286895","54861","23.6","947564","1263","5746"
"2","2","0","OLD","20225061","아바타: 물의 길","2022-12-14","2149922291","23.0","501501387","30.4","126305904460","156919","40766","35.1","9978893","902","2162"
"3","3","0","OLD","20228555","더 퍼스트 슬램덩크","2023-01-04","1443805489","15.5","448770834","45.1","15478097454","136856","45476","49.8","1488215","1060","3027"
"4","4","0","OLD","20214823","유령","2023-01-18","1019447271","10.9","261914865","34.6","3531127954","96731","25295","35.4","342470","920","3019"
"5","5","0","OLD","20196478","영웅","2022-12-21","860415136","9.2","226551323","35.7","28649756835","83568","23531","39.2","2900442","861","1765"
"6","6","0","OLD","20224109","장화신은 고양이: 끝내주는 모험","2023-01-04","331241711","3.5","150966086","83.7","6300020008","33109","15499","88","665740","643","884"
"7","7","1","OLD","20228895","캐리와 슈퍼콜라","2023-01-18","144730888","1.6","82633253","133.1","454438624","14988","8663","137","48205","474","609"
"8","8","1","OLD","20228313","오늘 밤, 세계에서 이 사랑이 사라진다 해도","2022-11-30","127463014","1.4","60740696","91","9814408702","11565","5635","95","952553","320","480"
"9","9","-2","OLD","20215315","스위치","2023-01-04","92546893","1.0","6086498","7","3882685205","10675","935","9.6","407206","206","409"
"10","10","0","OLD","20229166","라일 라일 크로커다일","2023-01-18","78209055","0.8","32171568","69.9","327433302","7745","3214","70.9","33732","378","566"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20190808","교섭","2023-01-18","1973468456","28.1","-1010160009","-33.9","11740302735","190290","-96605","-33.7","1137854","1231","5390"
"2","2","0","OLD","20225061","아바타: 물의 길","2022-12-14","1660761036","23.6","-489161255","-22.8","127966665496","121885","-35034","-22.3","10100778","909","2111"
"3","3","0","OLD","20228555","더 퍼스트 슬램덩크","2023-01-04","1105106429","15.7","-338699060","-23.5","16583203883","105993","-30863","-22.6","1594208","1035","2884"
"4","4","0","OLD","20214823","유령","2023-01-18","757565783","10.8","-261881488","-25.7","4288693737","71816","-24915","-25.8","414286","876","2854"
"5","5","0","OLD","20196478","영웅","2022-12-21","602591815","8.6","-257823321","-30","29252348650","59324","-24244","-29","2959766","837","1713"
"6","6","0","OLD","20224109","장화신은 고양이: 끝내주는 모험","2023-01-04","340290323","4.8","9048612","2.7","6640310331","34229","1120","3.4","699969","644","880"
"7","7","0","OLD","20228895","캐리와 슈퍼콜라","2023-01-18","169996454","2.4","25265566","17.5","624435078","17679","2691","18","65884","464","584"
"8","8","0","OLD","20228313","오늘 밤, 세계에서 이 사랑이 사라진다 해도","2022-11-30","182751811","2.6","55288797","43.4","9997160513","16176","4611","39.9","968729","318","476"
"9","9","1","OLD","20229166","라일 라일 크로커다일","2023-01-18","83802442","1.2","5593387","7.2","411235744","8563","818","10.6","42295","375","553"
"10","10","-1","OLD","20215315","스위치","2023-01-04","53808291","0.8","-38738602","-41.9","3936493496","5913","-4762","-44.6","413119","198","383"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20190808","교섭","2023-01-18","503863015","19.2","-1469605441","-74.5","12244165750","59948","-130342","-68.5","1197802","937","3878"
"2","2","1","OLD","20228555","더 퍼스트 슬램덩크","2023-01-04","412512707","15.7","-692593722","-62.7","16995716590","49180","-56813","-53.6","1643388","807","2497"
"3","3","0","NEW","20229551","상견니","2023-01-25","376416643","14.3","376416643","100","376416643","44723","44723","100","44723","674","2191"
"4","4","-2","OLD","20225061","아바타: 물의 길","2022-12-14","554344762","21.1","-1106416274","-66.6","128521010258","42477","-79408","-65.1","10143255","669","1620"
"5","5","0","NEW","20229205","메간","2023-01-25","217022003","8.3","217022003","100","219817003","25625","25625","100","25902","569","1792"
"6","6","-2","OLD","20214823","유령","2023-01-18","177346028","6.7","-580219755","-76.6","4466039765","21461","-50355","-70.1","435747","748","1939"
"7","7","-2","OLD","20196478","영웅","2022-12-21","139603884","5.3","-462987931","-76.8","29391952534","16872","-42452","-71.6","2976638","589","1144"
"8","8","0","OLD","20228313","오늘 밤, 세계에서 이 사랑이 사라진다 해도","2022-11-30","66312754","2.5","-116439057","-63.7","10063473267","7052","-9124","-56.4","975781","235","354"
"9","9","-3","OLD","20224109","장화신은 고양이: 끝내주는 모험","2023-01-04","49098184","1.9","-291192139","-85.6","6689408515","5452","-28777","-84.1","705421","329","414"
"10","10","0","NEW","20229518","천룡팔부: 교봉전","2023-01-25","19624657","0.7","19624657","100","32640757","2234","2234","100","3446","289","447"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20190808","교섭","2023-01-18","355871586","18.8","-147991429","-29.4","12600037336","36617","-23331","-38.9","1234419","945","3702"
"2","2","0","OLD","20228555","더 퍼스트 슬램덩크","2023-01-04","305669122","16.1","-106843585","-25.9","17301385712","30127","-19053","-38.7","1673515","794","2475"
"3","3","1","OLD","20225061","아바타: 물의 길","2022-12-14","395562792","20.9","-158781970","-28.6","128916573050","28259","-14218","-33.5","10171514","661","1588"
"4","4","-1","OLD","20229551","상견니","2023-01-25","196995521","10.4","-179421122","-47.7","573412164","19635","-25088","-56.1","64358","677","2090"
"5","5","0","OLD","20229205","메간","2023-01-25","170784579","9.0","-46237424","-21.3","390601582","16955","-8670","-33.8","42857","548","1673"
"6","6","0","OLD","20214823","유령","2023-01-18","135395499","7.1","-41950529","-23.7","4601435264","13777","-7684","-35.8","449524","725","1815"
"7","7","0","OLD","20196478","영웅","2022-12-21","107470059","5.7","-32133825","-23","29499422593","11213","-5659","-33.5","2987851","601","1119"
"8","8","1","OLD","20224109","장화신은 고양이: 끝내주는 모험","2023-01-04","49019382","2.6","-78802","-0.2","6738427897","6082","630","11.6","711503","333","410"
"9","9","-1","OLD","20228313","오늘 밤, 세계에서 이 사랑이 사라진다 해도","2022-11-30","49429844","2.6","-16882910","-25.5","10112903111","4868","-2184","-31","980649","241","355"
"10","10","0","OLD","20229518","천룡팔부: 교봉전","2023-01-25","15848197","0.8","-3776460","-19.2","48488954","1754","-480","-21.5","5200","259","393"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","1","OLD","20228555","더 퍼스트 슬램덩크","2023-01-04","440411836","18.8","134742714","44.1","17741797548","41794","11667","38.7","1715309","836","2594"
"2","2","-1","OLD","20190808","교섭","2023-01-18","409897994","17.5","54026408","15.2","13009935330","40310","3693","10.1","1274729","937","3743"
"3","3","0","OLD","20225061","아바타: 물의 길","2022-12-14","514764073","22.0","119201281","30.1","129431337123","34142","5883","20.8","10205656","716","1753"
"4","4","0","OLD","20229551","상견니","2023-01-25","234311274","10.0","37315753","18.9","807723438","22096","2461","12.5","86454","699","2154"
"5","5","0","OLD","20229205","메간","2023-01-25","189630852","8.1","18846273","11","580232434","17978","1023","6","60835","636","1762"
"6","6","0","OLD","20214823","유령","2023-01-18","158999858","6.8","23604359","17.4","4760435122","15594","1817","13.2","465118","717","1769"
"7","7","0","OLD","20196478","영웅","2022-12-21","131516186","5.6","24046127","22.4","29630938779","13182","1969","17.6","3001033","628","1171"
"8","8","0","OLD","20224109","장화신은 고양이: 끝내주는 모험","2023-01-04","56049055","2.4","7029673","14.3","6794476952","6372","290","4.8","717875","339","423"
"9","9","0","OLD","20228313","오늘 밤, 세계에서 이 사랑이 사라진다 해도","2022-11-30","59794031","2.6","10364187","21","10172697142","5565","697","14.3","986214","241","370"
"10","10","0","OLD","20229518","천룡팔부: 교봉전","2023-01-25","17258497","0.7","1410300","8.9","65747451","1870","116","6.6","7070","263","398"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228555","더 퍼스트 슬램덩크","2023-01-04","1144281430","22.1","703869594","159.8","18886078978","109145","67351","161.1","1824454","899","2829"
"2","2","0","OLD","20190808","교섭","2023-01-18","921868437","17.8","511970443","124.9","13931803767","89329","49019","121.6","1364058","955","3890"
"3","3","0","OLD","20225061","아바타: 물의 길","2022-12-14","1172650186","22.6","657886113","127.8","130603987309","81248","47106","138","10286904","797","2016"
"4","4","2","OLD","20214823","유령","2023-01-18","356717608","6.9","197717750","124.4","5117152730","33847","18253","117.1","498965","741","1729"
"5","5","0","OLD","20229205","메간","2023-01-25","354262698","6.8","164631846","86.8","934495132","33058","15080","83.9","93893","704","1780"
"6","6","-2","OLD","20229551","상견니","2023-01-25","348352117","6.7","114040843","48.7","1156075555","32920","10824","49","119374","664","2207"
"7","7","0","OLD","20196478","영웅","2022-12-21","290100144","5.6","158583958","120.6","29921038923","28417","15235","115.6","3029450","691","1332"
"8","8","0","OLD","20224109","장화신은 고양이: 끝내주는 모험","2023-01-04","171821383","3.3","115772328","206.6","6966298335","17608","11236","176.3","735483","433","598"
"9","9","0","OLD","20228313","오늘 밤, 세계에서 이 사랑이 사라진다 해도","2022-11-30","102973458","2.0","43179427","72.2","10275670600","9617","4052","72.8","995831","250","373"
"10","10","1","OLD","20228895","캐리와 슈퍼콜라","2023-01-18","76694514","1.5","61471616","403.8","743212150","7997","6297","370.4","78784","306","352"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228555","더 퍼스트 슬램덩크","2023-01-04","1020442187","22.3","-123839243","-10.8","19906521165","98263","-10882","-10","1922717","904","2814"
"2","2","0","OLD","20190808","교섭","2023-01-18","784531484","17.1","-137336953","-14.9","14716335251","75886","-13443","-15","1439944","948","3745"
"3","3","0","OLD","20225061","아바타: 물의 길","2022-12-14","1023743897","22.3","-148906289","-12.7","131627731206","72041","-9207","-11.3","10358945","802","1970"
"4","4","0","OLD","20214823","유령","2023-01-18","345825751","7.5","-10891857","-3.1","5462978481","32694","-1153","-3.4","531659","733","1663"
"5","5","0","OLD","20229205","메간","2023-01-25","306590171","6.7","-47672527","-13.5","1241085303","28621","-4437","-13.4","122514","691","1703"
"6","6","1","OLD","20196478","영웅","2022-12-21","286597820","6.3","-3502324","-1.2","30207636743","28083","-334","-1.2","3057533","673","1326"
"7","7","-1","OLD","20229551","상견니","2023-01-25","267963397","5.8","-80388720","-23.1","1424038952","25831","-7089","-21.5","145205","655","2105"
"8","8","0","OLD","20224109","장화신은 고양이: 끝내주는 모험","2023-01-04","172900765","3.8","1079382","0.6","7139199100","17657","49","0.3","753140","437","601"
"9","9","0","OLD","20228313","오늘 밤, 세계에서 이 사랑이 사라진다 해도","2022-11-30","103456997","2.3","483539","0.5","10379127597","9710","93","1","1005541","256","372"
"10","10","0","OLD","20228895","캐리와 슈퍼콜라","2023-01-18","80935680","1.8","4241166","5.5","824147830","8427","430","5.4","87211","307","357"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20228555","더 퍼스트 슬램덩크","2023-01-04","362220546","23.8","-658221641","-64.5","20268741711","36042","-62221","-63.3","1958759","820","2663"
"2","2","0","OLD","20190808","교섭","2023-01-18","240075650","15.8","-544455834","-69.4","14956410901","25065","-50821","-67","1465009","857","3249"
"3","3","0","OLD","20225061","아바타: 물의 길","2022-12-14","323876273","21.3","-699867624","-68.4","131951607479","23417","-48624","-67.5","10382362","737","1756"
"4","4","3","OLD","20229551","상견니","2023-01-25","124595452","8.2","-143367945","-53.5","1548634404","12695","-13136","-50.9","157900","598","1888"
"5","5","-1","OLD","20214823","유령","2023-01-18","101018546","6.6","-244807205","-70.8","5563997027","10345","-22349","-68.4","542004","646","1465"
"6","6","-1","OLD","20229205","메간","2023-01-25","105000052","6.9","-201590119","-65.8","1346085355","10242","-18379","-64.2","132756","615","1499"
"7","7","-1","OLD","20196478","영웅","2022-12-21","92278488","6.1","-194319332","-67.8","30299915231","9766","-18317","-65.2","3067299","616","1216"
"8","8","1","OLD","20228313","오늘 밤, 세계에서 이 사랑이 사라진다 해도","2022-11-30","46091645","3.0","-57365352","-55.4","10425219242","4464","-5246","-54","1010005","243","397"
"9","9","-1","OLD","20224109","장화신은 고양이: 끝내주는 모험","2023-01-04","30989963","2.0","-141910802","-82.1","7170189063","3382","-14275","-80.8","756522","332","417"
"10","10","2","OLD","20229518","천룡팔부: 교봉전","2023-01-25","11778957","0.8","-13643029","-53.7","130117575","1356","-1135","-45.6","13636","238","317"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
